2020-08-31	Buy	TSLA	5.40590932	$455.89	$0.00	1.0
2020-08-31	Buy	TSLA	2.63154416	$469.12	$0.00	1.0
2020-11-18	Sell	TSLA	8.03745348	$455.26	$0.00	1.0
2020-11-18	Buy	NIO	83.52065738	$43.81	$0.04	1.0
2020-11-18	Sell	NIO	83.52065738	$46.49	$-0.04	1.0
2020-11-19	Buy	PINS	15.13546238	$66.07	$0.00	1.0
2020-11-20	Buy	PINS	22.45187846	$66.81	$0.01	1.0
2020-11-23	Buy	PINS	7.71962328	$64.77	$0.00	1.0
2020-11-23	Buy	NIO	9.38614604	$53.27	$0.00	1.0
2020-11-23	Buy	AAPL	3.05276929	$114.65	$0.00	1.0
2020-11-23	Buy	AAPL	1.74565767	$114.57	$0.00	1.0
2020-11-23	Buy	AAPL	5.2422892	$114.45	$-0.02	1.0
2020-11-24	Sell	NIO	9.38614604	$52.82	$0.00	1.0
2020-11-24	Buy	NIO	12.99443103	$53.87	$0.01	1.0
2020-11-24	Sell	PINS	15.94387755	$62.72	$0.00	1.0
2020-11-24	Buy	TSLA	1.81986933	$549.49	$0.00	1.0
2020-11-27	Sell	TSLA	1.81986933	$594.91	$0.00	1.0
2020-11-27	Sell	PINS	29.36308657	$69.30	$0.00	1.0
2020-11-27	Buy	TSLA	5.11657257	$586.33	$0.00	1.0
2020-11-30	Sell	AAPL	10.04071616	$118.22	$0.00	1.0
2020-11-30	Buy	TSLA	0.88547293	$564.67	$0.00	1.0
2020-12-01	Buy	NIO	4.11437975	$48.61	$0.00	1.0
2020-12-01	Buy	NIO	2.22518914	$44.94	$0.00	1.0
2020-12-04	Buy	NIO	2.3646252	$42.29	$0.00	1.0
2020-12-09	Sell	TSLA	6.0020455	$639.62	$0.00	1.0
2020-12-09	Buy	TSLA	6.26272115	$638.70	$0.00	1.0
2020-12-09	Buy	TSLA	0.32772379	$610.27	$0.00	1.0
2020-12-09	Buy	TSLA	0.08297791	$602.57	$0.00	1.0
2020-12-09	Buy	TSLA	1.65090056	$605.73	$0.00	1.0
2020-12-14	Sell	TSLA	8.32432341	$636.08	$0.00	1.0
2020-12-15	Buy	TSLA	6.99224637	$643.57	$0.00	1.0
2020-12-15	Buy	PLTR	30.7219662	$26.04	$0.00	1.0
2020-12-17	Sell	TSLA	6.99224637	$639.30	$0.00	1.0
2020-12-17	Sell	PLTR	30.7219662	$27.02	$0.00	1.0
2020-12-18	Buy	PLTR	38.16793893	$26.20	$0.00	1.0
2020-12-18	Buy	TSLA	1.50375939	$665.00	$0.00	1.0
2020-12-18	Buy	TSLA	0.15112588	$661.70	$0.00	1.0
2020-12-18	Buy	TSLA	0.15174967	$658.98	$0.00	1.0
2020-12-18	Buy	TSLA	0.30648522	$652.56	$0.00	1.0
2020-12-18	Buy	TSLA	0.15432575	$647.98	$0.00	1.0
2020-12-18	Buy	TSLA	0.4603345	$651.70	$0.00	1.0
2020-12-18	Buy	TSLA	0.30878969	$647.69	$0.00	1.0
2020-12-18	Buy	TSLA	0.15476282	$646.15	$0.00	1.0
2020-12-18	Buy	TSLA	0.31335683	$638.25	$0.00	1.0
2020-12-18	Buy	TSLA	0.46942479	$639.08	$0.00	1.0
2020-12-18	Buy	TSLA	0.15738365	$635.39	$0.00	1.0
2020-12-18	Buy	TSLA	0.79113924	$632.00	$0.00	1.0
2020-12-18	Buy	TSLA	0.78846942	$634.14	$0.00	1.0
2020-12-22	Buy	TSLA	0.15672752	$638.05	$0.00	1.0
2020-12-22	Buy	TSLA	0.16091917	$621.43	$0.00	1.0
2020-12-23	Buy	AI	1.22789783	$162.88	$0.00	1.0
2020-12-24	Buy	AI	0.62964362	$158.82	$0.00	1.0
2020-12-28	Sell	TSLA	6.02875354	$673.51	$0.00	1.0
2020-12-28	Buy	AI	1.35135135	$148.00	$0.00	1.0
2020-12-28	Buy	PLTR	18.80406167	$26.59	$0.00	1.0
2020-12-28	Buy	PLTR	15.55814858	$25.71	$0.00	1.0
2020-12-29	Buy	PLTR	3.99201596	$25.05	$0.00	1.0
2020-12-29	Buy	AI	0.71736011	$139.40	$0.00	1.0
2020-12-31	Buy	PLTR	8.36820083	$23.90	$0.00	1.0
2020-12-31	Buy	PLTR	8.3472454	$23.96	$0.00	1.0
2020-12-31	Buy	PLTR	8.45665961	$23.65	$0.00	1.0
2021-01-04	Buy	AI	0.78839482	$126.84	$0.00	1.0
2021-01-04	Buy	TSLA	2.70570091	$739.18	$0.00	1.0
2021-01-04	Sell	TSLA	2.70570091	$737.36	$0.00	1.0
2021-01-06	Buy	AI	0.8541898	$117.07	$0.00	1.0
2021-01-07	Buy	TSLA	2.50522966	$798.33	$0.00	1.0
2021-01-07	Sell	TSLA	2.50522966	$799.31	$0.00	1.0
2021-01-08	Buy	TSLA	0.58366894	$856.65	$0.00	1.0
2021-01-11	Buy	TSLA	0.23795926	$840.48	$0.00	1.0
2021-01-11	Buy	TSLA	0.11945575	$837.13	$0.00	1.0
2021-01-11	Buy	TSLA	0.11952715	$836.63	$0.00	1.0
2021-01-11	Buy	TSLA	0.11948858	$836.90	$0.00	1.0
2021-01-11	Buy	TSLA	0.11948145	$836.95	$0.00	1.0
2021-01-11	Buy	TSLA	0.23895719	$836.97	$0.00	1.0
2021-01-11	Buy	TSLA	0.11976047	$835.00	$0.00	1.0
2021-01-11	Buy	TSLA	0.12031088	$831.18	$0.00	1.0
2021-01-11	Buy	TSLA	0.12180564	$820.98	$0.00	1.0
2021-01-11	Buy	TSLA	0.12327112	$811.22	$0.00	1.0
2021-01-25	Sell	AI	5.56883753	$146.02	$0.00	1.0
2021-01-25	Buy	AI	4.97512437	$140.70	$0.00	1.0
2021-01-25	Buy	GME	3.81715812	$104.79	$0.00	1.0
2021-01-25	Buy	GME	0.88607594	$79.00	$0.00	1.0
2021-01-26	Sell	GME	4.70323406	$130.33	$0.00	1.0
2021-01-28	Buy	BB	14.92537313	$13.40	$0.00	1.0
2021-01-28	Buy	AMC	50.12531328	$7.98	$0.00	1.0
2021-03-04	Buy	TSLA	1.64395271	$608.29	$0.00	1.0
2021-03-04	Buy	NIO	25.84957353	$38.69	$0.12	1.0
2021-03-04	Buy	TSLA	1.62773663	$614.35	$0.00	1.0
2021-03-04	Buy	NIO	25.47427407	$39.26	$0.12	1.0
2021-03-04	Buy	PLTR	21.33105802	$23.44	$0.00	1.0
2021-03-05	Buy	TSLA	0.34953424	$572.19	$0.00	1.0
2021-03-05	Buy	TSLA	0.36855489	$542.66	$0.00	1.0
2021-03-05	Buy	NIO	5.99340725	$33.37	$0.00	1.0
2021-03-09	Buy	TSLA	4.76970284	$628.97	$0.00	1.0
2021-03-09	Buy	NIO	74.64543418	$40.19	$0.00	1.0
2021-03-09	Buy	TSLA	3.18061099	$628.81	$0.00	1.0
2021-03-09	Buy	NIO	50.90990073	$39.29	$0.25	1.0
2021-03-09	Buy	TSLA	1.12001792	$624.99	$0.00	1.0
2021-07-30	Buy	PLTR	22.62533936	$22.10	$0.02	1.0
2021-08-03	Buy	PLTR	45.85098578	$21.81	$0.01	1.0
2021-08-03	Buy	PLTR	45.73479652	$21.87	$0.22	1.0
2021-10-18	Buy	TSLA	1.15823855	$863.38	$0.00	1.0
2021-10-18	Buy	NIO	12.73586347	$39.26	$0.01	1.0
2021-10-18	Buy	LCID	8.03575733	$24.89	$0.01	1.0
2021-10-25	Buy	TSLA	0.52262987	$956.70	$0.00	1.0
2021-10-26	Sell	AMC	50.12531328	$36.63	$0.00	1.0
2021-10-26	Buy	TSLA	1.75969257	$1051.32	$0.00	1.0
2021-11-11	Buy	TSLA	0.93111603	$1073.98	$0.00	1.0
2021-12-06	Buy	PLTR	53.79236148	$18.59	$0.00	1.0
2021-12-06	Buy	PLTR	27.52649006	$18.12	$0.03	1.0
2021-12-06	Buy	TSLA	0.51561046	$967.30	$0.00	1.0
2021-12-06	Buy	TSLA	0.51219512	$973.75	$0.00	1.0
2021-12-06	Buy	TSLA	2.04408856	$975.99	$0.00	1.0
2021-12-14	Buy	TSLA	1.19664525	$941.95	$0.00	1.0
2021-12-17	Buy	NIO	36.79030558	$28.47	$0.04	1.0
2022-03-14	Buy	TSLA	5.1008174	$784.19	$0.01	1.0
2022-03-14	Buy	PLTR	91.753211	$10.90	$0.11	1.0
2022-03-15	Buy	NIO	67.66441136	$14.78	$0.08	1.0
